Mfg Part Num	Mfg Name	VID	Vendor Part Num	Description	Vendor Qty 1	Vendor Qty 2	Vendor Qty 3	Customer Ref	Price Qty 1	Price Qty 2	Price Qty 3	Vendor Reel Part Num	Vendor Link	Datasheet Link	VID2	Vendor 2 Part Num	Vendor 2 Derivate Part Num	Vendor 2 Price Qty 1	Vendor 2 Link
2908-05WB-MG	3M	DK	3M5607CT-ND	CONN EJECT MICROSD PUSH-PUSH SMD	10	500	1000		2.36	1.79	1.75	3M5607TR-ND	http://www.digikey.com/product-detail/en/2908-05WB-MG/3M5607CT-ND/1242498	http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtmX&a4x&cEVuQEcuZgVs6EVs6E666666--					
0781191109	Molex Inc	DK	0781191109-ND	CONN FFC/FPC 10POS .5MM VERT SMD	5000				0.45468				http://www.digikey.com/product-detail/en/0781191109/0781191109-ND/2789846	http://www.molex.com/pdm_docs/sd/781191109_sd.pdf					
0603L025YR	Littelfuse Inc	DK	F2902CT-ND	PTC RESETTABLE 9V .25A SMD 0603	10	500	4000		2.47900	1.39272	1.07770	F2902TR-ND	http://www.digikey.com/product-detail/en/0603L025YR/F2902CT-ND/1920206	http://www.littelfuse.com/products/resettable-ptcs/surface-mount/~/media/Files/Littelfuse/Technical%20Resources/Documents/Data%20Sheets/Littelfuse_PTC_0603L.pdf					
APTD1608QBC/D	Kingbright Company LLC	DK	754-1546-1-ND	LED BLUE ROUND CLEAR SMD	10	100	2000		0.36900	0.26650	0.13530	754-1546-2-ND	http://www.digikey.com/product-detail/en/APTD1608QBC%2FD/754-1546-1-ND/2514674	http://www.kingbrightusa.com/images/catalog/SPEC/APTD1608QBC-D.pdf					
APTD1608CGCK	Kingbright Company LLC	DK	754-1545-1-ND	LED GREEN ROUND CLEAR SMD	10	500	2000		0.25200	0.15120	0.10080	754-1545-2-ND	http://www.digikey.com/product-detail/en/APTD1608CGCK/754-1545-1-ND/2514673	http://www.kingbrightusa.com/images/catalog/SPEC/APTD1608CGCK.pdf					
APTD1608SECK	Kingbright Company LLC	DK	APTD1608SECK-ND	LED 310NM ORN CLR 1.6X0.8MM SMD	1	2000	2000		0.09360	0.09360	0.09360	APTD1608SECK-ND	http://www.digikey.com/product-detail/en/APTD1608SECK/APTD1608SECK-ND/3084843	http://www.kingbrightusa.com/images/catalog/SPEC/APTD1608SECK.pdf					
RB751V40T1G	ON Semiconductor	DK	RB751V40T1GOSCT-ND	DIODE SCHOTTKY 30V 0.03A SOD323	10	100	3000		0.26500	0.14850	0.04738	RB751V40T1GOSTR-ND	http://www.digikey.com/product-detail/en/RB751V40T1G/RB751V40T1GOSCT-ND/964629	http://www.onsemi.com/pub_link/Collateral/RB751V40T1-D.PDF					
NTHD4102PT1G	ON Semiconductor	DK	NTHD4102PT1GOSCT-ND	MOSFET PWR P-CH DUAL20V CHIPFET	10	100	3000		0.40800	0.30590	0.15345	NTHD4102PT1GOSTR-ND	http://www.digikey.com/product-detail/en/NTHD4102PT1G/NTHD4102PT1GOSCT-ND/2122000	http://www.onsemi.com/pub_link/Collateral/NTHD4102P-D.PDF					
ERJ-2RKF4532X	Panasonic Electronic Components	DK	P45.3KLCT-ND	RES 45.3K OHM 1/10W 1% 0402 SMD	50	100	5000		0.02420	0.01840	0.00473	P45.3KLTR-ND	http://www.digikey.com/product-detail/en/ERJ-2RKF4532X/P45.3KLCT-ND/194411	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ2RKF4532X+7+WW					
*																			
ERJ-2RKF1053X	Panasonic Electronic Components	DK	P105KLCT-ND	RES 105K OHM 1/10W 1% 0402 SMD	50	250	5000		0.02420	0.01364	0.00473	P105KLTR-ND	http://www.digikey.com/product-detail/en/ERJ-2RKF1053X/P105KLCT-ND/194131	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ2RKF1053X+7+WW					
LTC4417IUF#PBF	Linear Technology	DK	LTC4417IUF#PBF-ND	IC OR CTRLR SRC SELECT 24QFN	25	100	2500		5.27520	4.48380	4.53650	LTC4417IUF#TRPBF-ND	http://www.digikey.com/product-detail/en/LTC4417IUF%23PBF/LTC4417IUF%23PBF-ND/3838535	http://cds.linear.com/docs/en/datasheet/4417f.pdf					
LSM303D	STMicroelectronics	DK	LSM303D-ND	ACCELEROMETER 3D MAGNO 16LGA	2940				2.12800				http://www.digikey.com/product-detail/en/LSM303D/LSM303D-ND/4357278	http://www.st.com/web/en/resource/technical/document/datasheet/DM00057547.pdf					
L3GD20H	STMicroelectronics	DK	497-13931-1-ND	IC MEMS MOTION SENSOR 16LLGA	10	100	4000		6.03200	4.96600	3.38000		http://www.digikey.com/product-detail/en/L3GD20HTR/497-13931-1-ND/4357644	http://www.st.com/web/en/resource/technical/document/datasheet/DM00060659.pdf					
PMEG2005CT	NXP Semiconductors	DK	568-6500-1-ND	DIODE SCHOTTKY 20V 500MA TO236AB	10	100	3000		0.40800	0.24020	0.08800	568-6500-2-ND	http://www.digikey.com/product-detail/en/PMEG2005CT,215/568-6500-1-ND/2531787	http://www.nxp.com/documents/data_sheet/PMEG2005CT.pdf					
0ZCA0035FF2G	Bel Fuse Inc	DK	507-1479-1-ND	PTC RESTTBLE 0.35A 16V CHIP 1206	10	100	4000		0.15000	0.12480	0.07056	507-1479-2-ND	http://www.digikey.com/product-detail/en/0ZCA0035FF2G/507-1479-1-ND/2165308	http://media.digikey.com/pdf/Data%20Sheets/Bel%20Fuse%20PDFs/0ZCA_Series.pdf					
C1608X6S1C225K080AC	TDK Corporation	DK	445-7438-1-ND	CAP CER 2.2UF 16V 10% X6S 0603	10	500	4000		0.20000	0.06626	0.04625	445-7438-2-ND	http://www.digikey.com/product-detail/en/C1608X6S1C225K080AC/445-7438-1-ND/2733510	Multilayer Ceramic Chip Cap Range					
4525DO-DS5AI001DP	Measurement Specialties Inc.	DK	223-1110-ND	SENSOR DIFF PRESS 1PSI 8DIP PCB	10	500	5000		22.22900	16.37916	14.62425		http://www.digikey.com/product-search/en?WT.z_header=search_go&lang=en&site=us&keywords=4525DO-DS5AI001DP&x=-852&y=-51&formaction=on	http://www.meas-spec.com/downloads/MS4525DO.pdf					
